,ch0,ch1,ch2,ch3
-5,4.3753535e-05,0.00017654337,4.5721419e-05,0.0
-4,4.3538399e-05,0.000176392496,4.6058558e-05,3.67295e-05
-3,4.3687411e-05,0.000176769681,4.6058558e-05,3.67295e-05
-2,4.348997e-05,0.000176482834,4.6283007e-05,3.6915764e-05
-1,4.3619424e-05,0.000176692382,4.5739114e-05,3.6659651e-05
0,4.348252e-05,0.000176650472,4.5739114e-05,3.6659651e-05
1,4.3656677e-05,0.000176934525,4.5709312e-05,3.6386773e-05
2,4.3491833e-05,0.000176684,4.5211986e-05,3.6117621e-05
3,4.3564476e-05,0.000176831149,4.4994056e-05,3.5916455e-05
5,4.3662265e-05,0.000176591799,4.4304878e-05,3.523007e-05
7,4.3569133e-05,0.000176803209,4.3623149e-05,3.4699216e-05
8,4.3621287e-05,0.000176450238,4.3623149e-05,3.4699216e-05
9,4.3571927e-05,0.00017655082,4.3717213e-05,3.4836121e-05
10,4.3713488e-05,0.000176536851,4.3742359e-05,3.4985133e-05
11,4.3598004e-05,0.000176601112,4.3549575e-05,3.4714118e-05
12,4.3686479e-05,0.000176711939,4.3831766e-05,3.4951605e-05
13,4.3506734e-05,0.000176711939,4.3557025e-05,3.4951605e-05
14,4.3761916e-05,0.000176686794,4.3765642e-05,3.4782104e-05
14,4.3761916e-05,0.000176686794,4.3765642e-05,3.4782104e-05
15,4.3490902e-05,0.000176686794,4.3765642e-05,3.4648925e-05
16,4.3702312e-05,0.00017631799,4.3706037e-05,3.4718774e-05
18,4.4670887e-05,0.000176749192,4.0668994e-05,3.3879653e-05
19,4.4606626e-05,0.000176778995,3.9425679e-05,3.3394434e-05
20,4.510209e-05,0.000177784823,3.7978403e-05,3.268104e-05
21,4.5401976e-05,0.00017881766,3.7978403e-05,3.268104e-05
22,4.5995228e-05,0.000179696828,3.5422854e-05,3.155414e-05
23,4.6438538e-05,0.000180145726,3.5422854e-05,3.1529926e-05
24,4.6574511e-05,0.000180145726,3.430061e-05,3.1529926e-05
25,4.6115369e-05,0.000179907307,3.4104101e-05,3.1054951e-05
25,4.6115369e-05,0.000179907307,3.4104101e-05,3.1054951e-05
26,4.5105815e-05,0.000178221613,3.546197e-05,3.1796284e-05
27,4.4347718e-05,0.00017581787,3.546197e-05,3.1796284e-05
28,4.3872744e-05,0.000176612288,3.8607046e-05,3.357511e-05
29,4.3983571e-05,0.000176683068,4.1641295e-05,3.4308992e-05
30,4.3735839e-05,0.000176806003,4.2603351e-05,3.4462661e-05
31,4.3690205e-05,0.00017672684,4.3495558e-05,3.4847297e-05
