,ch0,ch1,ch2,ch3
31,4.4056214e-05,0.000170214102,4.1864812e-05,3.7058257e-05
32,4.351325300000001e-05,0.000168744475,4.2497179999999996e-05,3.7086196e-05
33,4.2391940999999995e-05,0.000166181475,4.2497179999999996e-05,3.7086196e-05
34,4.1812658e-05,0.000167509541,3.8363039e-05,3.3613294e-05
35,4.1812658e-05,0.000167509541,3.8363039e-05,3.3613294e-05
36,4.211906299999999e-05,0.00016654003400000001,3.8363039e-05,3.3613294e-05
37,3.8295053e-05,0.000162132084,3.5096891e-05,2.4262815999999998e-05
38,3.2998621e-05,0.000162132084,3.1155533999999996e-05,2.4262815999999998e-05
39,2.7203001e-05,0.000150327571,2.8403476e-05,1.1792406e-05
40,2.2322871e-05,0.000142914243,2.1841377e-05,1.1792406e-05
41,1.9573607e-05,0.000140519813,2.1841377e-05,5.581416e-06
42,2.0595267e-05,0.000141184777,1.9411556000000002e-05,5.3625549999999995e-06
43,2.1029263999999997e-05,0.000141683966,1.9707717e-05,6.286427e-06
44,2.1078624e-05,0.000141185708,1.9707717e-05,6.286427e-06
45,2.1350570000000003e-05,0.000141950324,1.9656494e-05,6.346032e-06
107,2.0834617e-05,0.000141417608,2.016034e-05,6.3795600000000005e-06
108,2.0879321e-05,0.000141274184,1.9901432e-05,6.185845000000001e-06
109,2.0827167e-05,0.000141484663,1.9901432e-05,6.185845000000001e-06
110,2.0795502e-05,0.00014144461600000001,1.9940547999999998e-05,6.216578e-06
111,2.1102838e-05,0.000141516328,2.0185485e-05,6.454065000000001e-06
112,6.1956234e-05,0.000141618773,2.0185485e-05,6.454065000000001e-06
113,3.170222e-06,0.000340564176,2.0188279e-05,-5.2135440000000005e-06
114,1.6367063e-05,0.000199310482,0.000126847066,6.1092898e-05
115,3.974885e-06,0.000138749368,5.2575022e-05,6.1092898e-05
116,3.3243559e-05,0.000129381195,5.2575022e-05,1.3834797e-05
117,4.9071386e-05,0.00016530137500000001,2.7478672999999998e-05,2.2035092e-05
118,3.5331585e-05,0.00015572365400000002,2.7478672999999998e-05,2.2035092e-05
119,3.5331585e-05,0.000141469762,3.1229109e-05,2.7595088e-05
120,5.1775015999999995e-05,0.00019586365699999998,3.4208409e-05,2.8169714e-05
121,3.5177916e-05,0.00018171407299999998,4.3855049e-05,4.0154904e-05
151,4.7544949e-05,0.00017393752899999999,2.9252842e-05,4.1877851e-05
152,5.0690956e-05,0.000164158642,3.1527132e-05,3.9135106e-05
153,5.2086077999999996e-05,0.000166767277,3.1527132e-05,3.9135106e-05
154,4.8175454e-05,0.00017122738099999997,3.2710843e-05,4.2174943000000006e-05
155,4.2086467e-05,0.000166826881,3.0041671999999997e-05,3.3456832e-05
156,3.6289915e-05,0.000161575153,2.362486e-05,2.7045608000000003e-05
157,3.7983059999999996e-05,0.000162159093,3.1530857e-05,2.2419728e-05
158,2.9445626000000003e-05,0.000161293894,2.5602058000000002e-05,2.0368956e-05
159,2.5277026e-05,0.00015318300600000002,2.5175512e-05,1.4833175e-05
160,2.4212523999999998e-05,0.000147036277,1.9848347e-05,8.236617e-06
161,1.9004568e-05,0.000142959878,1.9261613e-05,4.851259e-06
