,ch0,ch1,ch2,ch3
-6,4.0840358e-05,0.000179829076,3.8946047e-05,0.0
-5,4.0999614e-05,0.000179758295,3.9043836e-05,3.9344653e-05
-4,4.1142106e-05,0.000179758295,3.9262697e-05,3.9496459e-05
-3,4.0920451e-05,0.00017970521,3.9262697e-05,3.9218925e-05
-2,4.0754676e-05,0.000179807656,3.9058737e-05,3.9400533e-05
-1,4.0795654e-05,0.000179818831,3.8904138e-05,3.9256178e-05
0,4.0894374e-05,0.000179804862,3.9023347e-05,3.9435923e-05
1,4.0983781e-05,0.000179739669,3.9007515e-05,3.9392151e-05
2,4.0916726e-05,0.000179736875,3.9152801e-05,3.9467588e-05
3,4.0684827e-05,0.000179776922,3.8970262e-05,3.9211474e-05
4,4.0980056e-05,0.000179666094,3.9093196e-05,3.9388426e-05
5,4.0939078e-05,0.000179858878,3.9126724e-05,3.9529055e-05
6,4.1035004e-05,0.00017971918,3.9385632e-05,3.9529055e-05
8,4.0795654e-05,0.000179579481,3.9040111e-05,3.9371662e-05
8,4.0795654e-05,0.000179579481,3.9040111e-05,3.9371662e-05
9,4.0840358e-05,0.000179800205,3.9014034e-05,3.9411709e-05
11,4.077144e-05,0.000179812312,3.9059669e-05,3.9287843e-05
12,4.0793791e-05,0.000179597177,3.8979575e-05,3.9378181e-05
13,4.0656887e-05,0.000179812312,3.9129518e-05,3.9378181e-05
14,4.0902756e-05,0.000179660507,3.9044768e-05,3.9462e-05
15,4.0946528e-05,0.000179951079,3.9090402e-05,3.9582141e-05
16,4.0872023e-05,0.000179656781,3.9056875e-05,3.9245002e-05
17,4.0793791e-05,0.000179789029,3.9070845e-05,3.9245002e-05
18,4.0890649e-05,0.000179527327,3.8953498e-05,3.9225444e-05
19,4.0890649e-05,0.000179904513,3.9214268e-05,3.9225444e-05
19,4.0872023e-05,0.000179904513,3.9214268e-05,3.9225444e-05
20,4.0941872e-05,0.000179666094,3.9214268e-05,3.9190054e-05
20,4.0941872e-05,0.000179666094,3.9066188e-05,3.9190054e-05
22,4.08981e-05,0.000179741532,3.9010309e-05,3.9218925e-05
23,4.0906481e-05,0.000180010684,3.9231032e-05,3.9495528e-05
23,4.0906481e-05,0.000180010684,3.9231032e-05,3.9495528e-05
24,4.0831044e-05,0.000179777853,3.8938597e-05,3.9432198e-05
25,4.0878542e-05,0.000179773197,3.909599e-05,3.9502978e-05
26,4.0857121e-05,0.00017971918,3.9010309e-05,3.9082952e-05
27,4.0932558e-05,0.000179633498,3.9190054e-05,3.9082952e-05
28,4.0887855e-05,0.000179804862,3.9089471e-05,3.9317645e-05
29,4.1045249e-05,0.000179795548,3.9082952e-05,3.9480627e-05
30,4.0799379e-05,0.000179618597,3.9081089e-05,3.9480627e-05
31,4.1045249e-05,0.000179573894,3.9041042e-05,3.9352104e-05
32,4.0821731e-05,0.000179870054,3.9038248e-05,3.9352104e-05
34,4.0760264e-05,0.000179723836,3.9037317e-05,3.9318576e-05
35,4.1048974e-05,0.00017972663,3.8933009e-05,3.9207749e-05
36,4.0986575e-05,0.000180069357,3.8982369e-05,3.9207749e-05
37,4.1174702e-05,0.000179969706,3.8850121e-05,3.9414503e-05
37,4.1174702e-05,0.000179969706,3.8850121e-05,3.9414503e-05
38,4.1048974e-05,0.000180276111,3.9079227e-05,3.9204024e-05
39,4.2640604e-05,0.000180473551,3.9079227e-05,3.9547682e-05
40,4.5225024e-05,0.000180473551,3.7964433e-05,3.8768165e-05
42,4.6164729e-05,0.000182999298,1.5543774e-05,1.6382895e-05
43,5.0200149e-05,0.000194593333,1.2974255e-05,2.5767833e-05
44,3.1726435e-05,0.000190556981,3.8076192e-05,2.5767833e-05
45,3.5283156e-05,0.000170477666,3.2652169e-05,3.2178126e-05
46,2.4945475e-05,0.000160817057,1.521688e-05,1.3505109e-05
47,1.9464642e-05,0.000154783018,2.2614375e-05,1.2318604e-05
48,1.7026439e-05,0.000144220889,1.3068318e-05,1.2318604e-05
49,1.8530525e-05,0.000145108439,1.5119091e-05,5.986542e-06
49,1.8530525e-05,0.000145108439,1.5119091e-05,5.986542e-06
50,1.8817373e-05,0.000144420192,1.801271e-05,5.331822e-06
51,1.9666739e-05,0.000141552649,1.9656494e-05,5.331822e-06
52,1.9553117e-05,0.000141674653,2.0585023e-05,8.310191e-06
53,1.8993393e-05,0.000141655095,2.0585023e-05,8.310191e-06
53,1.8993393e-05,0.000141655095,2.0585023e-05,7.412396e-06
54,2.0365231e-05,0.000140444376,1.8817373e-05,6.433576e-06
55,2.0137988e-05,0.000140441582,1.8191524e-05,5.261973e-06
56,1.9481406e-05,0.000141464174,1.8155202e-05,6.445684e-06
57,2.035778e-05,0.000141062774,2.0756386e-05,6.445684e-06
58,2.0775944e-05,0.00014269352,1.809746e-05,7.306226e-06
59,1.9915402e-05,0.000143033452,1.8440187e-05,6.908551e-06
60,2.0903535e-05,0.000142371282,1.8528663e-05,6.630085e-06
61,2.0903535e-05,0.000142749399,1.8528663e-05,6.09085e-06
63,2.0854175e-05,0.000142987818,1.9304454e-05,6.291084e-06
64,2.0416453e-05,0.00014360901,1.8958002e-05,6.781891e-06
65,2.0320527e-05,0.000143177807,1.9201078e-05,6.781891e-06
66,2.077315e-05,0.000142092817,1.9201078e-05,6.407499e-06
67,2.0461157e-05,0.000142093748,1.9211322e-05,6.407499e-06
