,,,,
24,4.8131682E-05,0.000176023692,4.1333959E-05,3.3783726E-05
25,4.7803856E-05,0.00017577596,4.1300431E-05,3.3783726E-05
27,4.8394315E-05,0.000176635571,4.1021965E-05,3.313832E-05
27,4.8394315E-05,0.000176635571,4.1021965E-05,3.313832E-05
28,4.9185939E-05,0.00017784629,4.0733255E-05,3.2415614E-05
29,4.9995258E-05,0.000178996474,4.0733255E-05,3.1637959E-05
30,5.1639043E-05,0.000181009993,3.9062463E-05,3.1637959E-05
31,5.3440221E-05,0.000182095915,3.7294813E-05,3.0243769E-05
32,5.5504963E-05,0.000181925483,3.3967197E-05,3.0512922E-05
33,5.6634657E-05,0.000181925483,3.1339005E-05,3.2548793E-05
34,5.3779222E-05,0.000181591138,3.0412339E-05,3.4538098E-05
34,5.3779222E-05,0.000181591138,3.0412339E-05,3.4538098E-05
35,4.9507245E-05,0.000179903582,3.8921833E-05,2.7425587E-05
36,4.8231333E-05,0.000179841183,3.0260533E-05,2.2762455E-05
37,4.2632222E-05,0.000173451379,3.3322722E-05,2.341345E-05
37,4.2632222E-05,0.000173451379,3.3322722E-05,2.341345E-05
38,4.206039E-05,0.000170729123,3.8580969E-05,2.341345E-05
39,3.9571896E-05,0.000165071338,3.2521784E-05,2.4452806E-05
39,3.9571896E-05,0.000165071338,3.2521784E-05,2.4452806E-05
40,3.2951124E-05,0.000160115771,3.6343932E-05,2.4452806E-05
41,3.1915493E-05,0.000157691538,3.451854E-05,2.4286099E-05
42,2.7743168E-05,0.000152460299,2.9245391E-05,1.3235025E-05
43,2.4060719E-05,0.000148248859,2.6468188E-05,1.3235025E-05
44,2.3232773E-05,0.000145413913,1.7652288E-05,3.868714E-06
45,2.1622516E-05,0.000142143108,1.8556602E-05,3.868714E-06
46,2.2038817E-05,0.000142300501,1.9492581E-05,4.705042E-06
47,2.2665597E-05,0.000143103302,1.8155202E-05,4.75347E-06
48,2.2717752E-05,0.000143129379,1.8813647E-05,4.932284E-06
49,2.2095628E-05,0.000142604113,1.7679296E-05,4.932284E-06
50,2.1926127E-05,0.000142931007,1.7573126E-05,3.001653E-06
51,2.3966655E-05,0.0001441231,1.8291175E-05,4.515052E-06
,,,,
134,2.3094006E-05,0.000143376179,1.8371269E-05,4.034489E-06
135,2.2783875E-05,0.000143014826,1.8282793E-05,3.713183E-06
136,2.26954E-05,0.00014342647,1.8061139E-05,3.480352E-06
137,2.2926368E-05,0.000143205747,1.8349849E-05,3.462657E-06
137,2.2926368E-05,0.000143205747,1.8349849E-05,3.462657E-06
138,2.3134984E-05,0.000143499114,1.8206425E-05,3.602356E-06
139,2.3039058E-05,0.000143340789,1.8021092E-05,3.532507E-06
140,2.3175962E-05,0.000143586658,1.8082559E-05,3.734604E-06
141,2.3432076E-05,0.000143491663,1.8479303E-05,4.089437E-06
142,2.3202039E-05,0.000143085606,1.8157065E-05,3.610738E-06
